store_id,sku_id,stock_on_hand,reorder_point,safety_stock,last_restock_date
STORE021,SKU01459,270.7,25,10,2025-11-20
STORE012,SKU01459,19.1,25,10,2025-11-20
STORE008,SKU01460,196.5,25,10,2025-11-20
STORE027,SKU01460,312.1,25,10,2025-11-20
STORE009,SKU01460,62.5,25,10,2025-11-20
STORE014,SKU01461,78.6,25,10,2025-11-20
STORE002,SKU01461,44.4,25,10,2025-11-20
STORE025,SKU01462,168.0,58,29,2025-11-20
STORE014,SKU01463,151.0,26,11,2025-11-20
STORE002,SKU01464,52.0,25,10,2025-11-20
STORE028,SKU01465,114.9,25,10,2025-11-20
STORE011,SKU01465,118.1,25,10,2025-11-20
STORE025,SKU01466,0.0,118,40,2025-10-15
STORE013,SKU01466,0.0,80,40,2025-10-15
STORE001,SKU01466,0.0,95,27,2025-10-15
STORE007,SKU01466,0.0,84,36,2025-10-15
STORE022,SKU01466,0.0,114,35,2025-10-15
STORE024,SKU01466,0.0,79,22,2025-10-15
STORE012,SKU01466,0.0,70,39,2025-10-15
STORE029,SKU01466,0.0,67,33,2025-10-15
STORE015,SKU01466,0.0,72,37,2025-10-15
STORE020,SKU01466,0.0,121,42,2025-10-15
STORE008,SKU01466,0.0,103,24,2025-10-15
STORE005,SKU01466,0.0,72,40,2025-10-15
STORE016,SKU01466,0.0,78,31,2025-10-15
STORE017,SKU01466,0.0,79,32,2025-10-15
STORE014,SKU01466,0.0,105,34,2025-10-15
STORE026,SKU01467,17.4,25,10,2025-11-20
STORE030,SKU01467,187.6,25,10,2025-11-20
STORE011,SKU01468,325.9,25,10,2025-11-20
STORE010,SKU01468,71.0,25,10,2025-11-20
STORE027,SKU01468,17.0,25,10,2025-11-20
STORE018,SKU01468,76.0,25,10,2025-11-20
STORE020,SKU01469,196.2,31,15,2025-11-20
STORE011,SKU01469,80.9,31,15,2025-11-20
STORE030,SKU01469,103.0,31,15,2025-11-20
STORE010,SKU01470,51.9,25,10,2025-11-20
STORE028,SKU01470,222.1,25,10,2025-11-20
STORE016,SKU01471,21.3,25,10,2025-11-20
STORE017,SKU01471,351.7,25,10,2025-11-20
STORE016,SKU01472,191.6,25,10,2025-11-20
STORE013,SKU01472,30.7,25,10,2025-11-20
STORE025,SKU01472,336.6,25,10,2025-11-20
STORE028,SKU01472,52.1,25,10,2025-11-20
STORE027,SKU01473,74.9,25,10,2025-11-20
STORE023,SKU01473,36.8,25,10,2025-11-20
STORE019,SKU01473,64.3,25,10,2025-11-20
STORE023,SKU01474,0.0,110,37,2025-10-15
STORE020,SKU01475,0.0,111,39,2025-10-15
STORE026,SKU01476,121.0,25,10,2025-11-20
STORE019,SKU01477,68.0,25,10,2025-11-20
STORE005,SKU01478,0.0,86,35,2025-10-15
STORE003,SKU01479,179.0,25,10,2025-11-20
STORE023,SKU01479,23.4,25,10,2025-11-20
STORE016,SKU01479,127.6,25,10,2025-11-20
STORE011,SKU01480,48.0,30,15,2025-11-20
STORE018,SKU01481,13.0,25,10,2025-11-20
STORE017,SKU01481,16.8,25,10,2025-11-20
STORE020,SKU01481,59.4,25,10,2025-11-20
STORE021,SKU01481,183.8,25,10,2025-11-20
STORE003,SKU01482,0.0,98,28,2025-10-15
STORE009,SKU01483,231.6,25,10,2025-11-20
STORE030,SKU01483,65.4,25,10,2025-11-20
STORE009,SKU01484,6.0,25,10,2025-11-20
STORE028,SKU01485,1.9,25,10,2025-11-20
STORE010,SKU01485,49.6,25,10,2025-11-20
STORE020,SKU01485,43.7,25,10,2025-11-20
STORE017,SKU01485,2.3,25,10,2025-11-20
STORE008,SKU01485,4.7,25,10,2025-11-20
STORE011,SKU01485,1.4,25,10,2025-11-20
STORE025,SKU01485,4.2,25,10,2025-11-20
STORE026,SKU01485,22.2,25,10,2025-11-20
STORE019,SKU01485,6.2,25,10,2025-11-20
STORE007,SKU01485,1.2,25,10,2025-11-20
STORE012,SKU01485,5.5,25,10,2025-11-20
STORE029,SKU01485,52.2,25,10,2025-11-20
STORE021,SKU01485,13.0,25,10,2025-11-20
STORE027,SKU01486,122.5,25,10,2025-11-20
STORE011,SKU01486,41.5,25,10,2025-11-20
STORE017,SKU01487,76.0,35,17,2025-11-20
STORE022,SKU01488,106.5,25,10,2025-11-20
STORE014,SKU01488,20.5,25,10,2025-11-20
STORE009,SKU01489,56.0,53,26,2025-11-20
STORE009,SKU01490,211.0,67,33,2025-11-20
STORE020,SKU01491,137.0,29,14,2025-11-20
STORE014,SKU01492,72.4,25,10,2025-11-20
STORE022,SKU01492,220.1,25,10,2025-11-20
STORE007,SKU01492,57.2,25,10,2025-11-20
STORE025,SKU01492,154.2,25,10,2025-11-20
STORE020,SKU01493,34.8,25,10,2025-11-20
STORE029,SKU01493,72.7,25,10,2025-11-20
STORE026,SKU01493,77.6,25,10,2025-11-20
STORE005,SKU01494,40.5,25,10,2025-11-20
STORE026,SKU01494,94.9,25,10,2025-11-20
STORE025,SKU01494,214.9,25,10,2025-11-20
STORE023,SKU01494,15.5,25,10,2025-11-20
STORE010,SKU01494,95.1,25,10,2025-11-20
STORE007,SKU01494,162.1,25,10,2025-11-20
STORE022,SKU01495,1128.4,25,10,2025-11-20
STORE030,SKU01495,130.1,25,10,2025-11-20
STORE012,SKU01495,342.4,25,10,2025-11-20
STORE023,SKU01495,114.4,25,10,2025-11-20
STORE018,SKU01495,321.9,25,10,2025-11-20
STORE026,SKU01495,183.0,25,10,2025-11-20
STORE011,SKU01495,440.3,25,10,2025-11-20
STORE007,SKU01495,107.0,25,10,2025-11-20
STORE015,SKU01495,187.5,25,10,2025-11-20
STORE019,SKU01495,201.1,25,10,2025-11-20
STORE017,SKU01495,109.3,25,10,2025-11-20
STORE006,SKU01495,31.5,25,10,2025-11-20
STORE004,SKU01495,19.9,25,10,2025-11-20
STORE010,SKU01495,3.4,25,10,2025-11-20
STORE008,SKU01495,418.2,25,10,2025-11-20
STORE025,SKU01495,54.6,25,10,2025-11-20
STORE020,SKU01495,48.1,25,10,2025-11-20
STORE013,SKU01495,269.4,25,10,2025-11-20
STORE024,SKU01495,78.0,25,10,2025-11-20
STORE021,SKU01495,142.6,25,10,2025-11-20
STORE003,SKU01495,35.9,25,10,2025-11-20
STORE016,SKU01495,649.7,25,10,2025-11-20
STORE028,SKU01495,385.8,25,10,2025-11-20
STORE002,SKU01495,403.2,25,10,2025-11-20
STORE029,SKU01495,105.6,25,10,2025-11-20
STORE009,SKU01495,290.6,25,10,2025-11-20
STORE023,SKU01496,281.0,31,15,2025-11-20
STORE009,SKU01497,0.0,115,49,2025-10-15
STORE015,SKU01498,58.8,25,10,2025-11-20
STORE018,SKU01498,137.2,25,10,2025-11-20
STORE011,SKU01499,0.0,70,24,2025-10-15
STORE020,SKU01500,102.0,25,10,2025-11-20
STORE003,SKU01501,74.5,32,16,2025-11-20
STORE009,SKU01501,89.5,32,16,2025-11-20
STORE004,SKU01502,4.7,25,10,2025-11-20
STORE013,SKU01502,347.3,25,10,2025-11-20
STORE027,SKU01503,61.0,26,11,2025-11-20
STORE018,SKU01504,22.0,27,12,2025-11-20
STORE013,SKU01505,237.0,25,10,2025-11-20
STORE001,SKU01506,23.8,25,10,2025-11-20
STORE003,SKU01506,150.5,25,10,2025-11-20
STORE007,SKU01506,79.7,25,10,2025-11-20
STORE026,SKU01507,1.2,25,10,2025-11-20
STORE009,SKU01507,1.3,25,10,2025-11-20
STORE016,SKU01507,4.9,25,10,2025-11-20
STORE015,SKU01507,8.8,25,10,2025-11-20
STORE018,SKU01507,2.7,25,10,2025-11-20
STORE019,SKU01507,1.5,25,10,2025-11-20
STORE029,SKU01507,10.0,25,10,2025-11-20
STORE017,SKU01507,5.5,25,10,2025-11-20
STORE025,SKU01507,2.9,25,10,2025-11-20
STORE014,SKU01507,3.3,25,10,2025-11-20
STORE007,SKU01507,1.1,25,10,2025-11-20
STORE024,SKU01507,4.9,25,10,2025-11-20
STORE002,SKU01507,2.2,25,10,2025-11-20
STORE021,SKU01507,26.9,25,10,2025-11-20
STORE028,SKU01507,3.2,25,10,2025-11-20
STORE010,SKU01507,3.3,25,10,2025-11-20
STORE030,SKU01507,4.1,25,10,2025-11-20
STORE008,SKU01507,12.3,25,10,2025-11-20
STORE020,SKU01507,8.0,25,10,2025-11-20
STORE013,SKU01508,53.6,25,10,2025-11-20
STORE011,SKU01508,113.4,25,10,2025-11-20
STORE004,SKU01509,95.0,25,10,2025-11-20
STORE005,SKU01509,73.0,25,10,2025-11-20
STORE006,SKU01510,67.0,25,10,2025-11-20
STORE004,SKU01511,0.0,109,31,2025-10-15
STORE026,SKU01512,65.2,25,10,2025-11-20
STORE002,SKU01512,29.5,25,10,2025-11-20
STORE028,SKU01512,257.6,25,10,2025-11-20
STORE003,SKU01512,42.7,25,10,2025-11-20
STORE009,SKU01513,60.8,25,10,2025-11-20
STORE004,SKU01513,15.2,25,10,2025-11-20
STORE018,SKU01513,20.0,25,10,2025-11-20
STORE018,SKU01514,266.2,25,10,2025-11-20
STORE009,SKU01514,47.1,25,10,2025-11-20
STORE005,SKU01514,160.2,25,10,2025-11-20
STORE026,SKU01514,35.5,25,10,2025-11-20
STORE004,SKU01515,75.2,25,10,2025-11-20
STORE030,SKU01515,45.7,25,10,2025-11-20
STORE024,SKU01515,116.1,25,10,2025-11-20
STORE022,SKU01516,27.0,25,10,2025-11-20
STORE014,SKU01516,19.5,25,10,2025-11-20
STORE007,SKU01516,56.5,25,10,2025-11-20
STORE002,SKU01516,283.0,25,10,2025-11-20
STORE029,SKU01517,76.5,25,10,2025-11-20
STORE022,SKU01517,33.5,25,10,2025-11-20
STORE019,SKU01518,65.2,25,10,2025-11-20
STORE002,SKU01518,7.9,25,10,2025-11-20
STORE001,SKU01518,373.5,25,10,2025-11-20
STORE004,SKU01518,98.3,25,10,2025-11-20
STORE011,SKU01518,30.1,25,10,2025-11-20
STORE020,SKU01519,84.2,25,10,2025-11-20
STORE024,SKU01519,11.1,25,10,2025-11-20
STORE009,SKU01519,322.6,25,10,2025-11-20
STORE010,SKU01519,18.4,25,10,2025-11-20
STORE014,SKU01519,99.8,25,10,2025-11-20
STORE008,SKU01520,18.7,25,10,2025-11-20
STORE020,SKU01520,84.1,25,10,2025-11-20
STORE019,SKU01520,99.8,25,10,2025-11-20
STORE025,SKU01520,74.4,25,10,2025-11-20
STORE009,SKU01521,62.9,25,10,2025-11-20
STORE030,SKU01521,147.1,25,10,2025-11-20
STORE018,SKU01522,0.0,76,31,2025-10-15
STORE005,SKU01523,43.0,25,10,2025-11-20
STORE001,SKU01523,211.0,25,10,2025-11-20
STORE018,SKU01524,10.3,25,10,2025-11-20
STORE019,SKU01524,159.9,25,10,2025-11-20
STORE011,SKU01524,17.8,25,10,2025-11-20
STORE025,SKU01525,40.0,26,11,2025-11-20
STORE008,SKU01526,247.8,25,10,2025-11-20
STORE006,SKU01526,51.2,25,10,2025-11-20
STORE026,SKU01527,0.0,104,50,2025-10-15
STORE007,SKU01528,105.0,25,10,2025-11-20
STORE018,SKU01529,35.3,25,10,2025-11-20
STORE020,SKU01529,56.7,25,10,2025-11-20
STORE001,SKU01529,28.6,25,10,2025-11-20
STORE006,SKU01529,2.1,25,10,2025-11-20
STORE003,SKU01529,226.3,25,10,2025-11-20
STORE019,SKU01530,91.0,25,10,2025-11-20
STORE024,SKU01531,46.3,25,10,2025-11-20
STORE020,SKU01531,45.7,25,10,2025-11-20
STORE009,SKU01532,28.0,25,10,2025-11-20
STORE026,SKU01533,65.5,25,10,2025-11-20
STORE016,SKU01533,100.3,25,10,2025-11-20
STORE004,SKU01533,9.1,25,10,2025-11-20
STORE008,SKU01533,10.0,25,10,2025-11-20
STORE028,SKU01534,306.8,26,11,2025-11-20
STORE014,SKU01534,188.2,26,11,2025-11-20
STORE008,SKU01535,154.0,70,35,2025-11-20
STORE008,SKU01536,186.3,25,10,2025-11-20
STORE015,SKU01536,70.7,25,10,2025-11-20
STORE020,SKU01537,13.0,25,10,2025-11-20
STORE006,SKU01538,329.2,25,10,2025-11-20
STORE029,SKU01538,373.4,25,10,2025-11-20
STORE030,SKU01538,114.6,25,10,2025-11-20
STORE008,SKU01538,659.2,25,10,2025-11-20
STORE009,SKU01538,116.9,25,10,2025-11-20
STORE004,SKU01538,331.3,25,10,2025-11-20
STORE001,SKU01538,148.3,25,10,2025-11-20
STORE027,SKU01538,510.7,25,10,2025-11-20
STORE022,SKU01538,534.3,25,10,2025-11-20
STORE010,SKU01538,20.5,25,10,2025-11-20
STORE014,SKU01538,618.0,25,10,2025-11-20
STORE019,SKU01538,391.4,25,10,2025-11-20
STORE013,SKU01538,351.3,25,10,2025-11-20
STORE015,SKU01538,50.3,25,10,2025-11-20
STORE007,SKU01538,366.6,25,10,2025-11-20
STORE025,SKU01538,425.5,25,10,2025-11-20
STORE002,SKU01538,76.5,25,10,2025-11-20
STORE020,SKU01538,681.9,25,10,2025-11-20
STORE016,SKU01538,11.5,25,10,2025-11-20
STORE023,SKU01538,36.4,25,10,2025-11-20
STORE011,SKU01538,172.9,25,10,2025-11-20
STORE003,SKU01538,192.2,25,10,2025-11-20
STORE012,SKU01538,232.3,25,10,2025-11-20
STORE021,SKU01538,3.8,25,10,2025-11-20
STORE020,SKU01539,128.2,25,10,2025-11-20
STORE025,SKU01539,1.8,25,10,2025-11-20
STORE013,SKU01540,184.2,25,10,2025-11-20
STORE001,SKU01540,16.8,25,10,2025-11-20
STORE018,SKU01541,0.0,91,44,2025-10-15
STORE007,SKU01542,298.1,25,10,2025-11-20
STORE029,SKU01542,959.2,25,10,2025-11-20
STORE022,SKU01542,390.6,25,10,2025-11-20
STORE016,SKU01542,616.3,25,10,2025-11-20
STORE014,SKU01542,4.8,25,10,2025-11-20
STORE017,SKU01542,278.2,25,10,2025-11-20
STORE011,SKU01542,219.2,25,10,2025-11-20
STORE024,SKU01542,246.2,25,10,2025-11-20
STORE001,SKU01542,26.7,25,10,2025-11-20
STORE027,SKU01542,410.9,25,10,2025-11-20
STORE025,SKU01542,249.3,25,10,2025-11-20
STORE013,SKU01542,516.2,25,10,2025-11-20
STORE015,SKU01542,236.6,25,10,2025-11-20
STORE030,SKU01542,57.6,25,10,2025-11-20
STORE012,SKU01542,372.3,25,10,2025-11-20
STORE003,SKU01542,67.4,25,10,2025-11-20
STORE021,SKU01542,733.5,25,10,2025-11-20
STORE002,SKU01542,338.3,25,10,2025-11-20
STORE010,SKU01542,60.9,25,10,2025-11-20
STORE023,SKU01542,1168.3,25,10,2025-11-20
STORE020,SKU01542,260.3,25,10,2025-11-20
STORE018,SKU01542,27.0,25,10,2025-11-20
STORE026,SKU01543,77.0,25,10,2025-11-20
STORE013,SKU01543,22.8,25,10,2025-11-20
STORE007,SKU01543,127.2,25,10,2025-11-20
STORE011,SKU01543,133.0,25,10,2025-11-20
STORE012,SKU01544,54.2,25,10,2025-11-20
STORE013,SKU01544,9.8,25,10,2025-11-20
STORE009,SKU01545,115.5,26,11,2025-11-20
STORE008,SKU01545,266.5,26,11,2025-11-20
STORE023,SKU01545,27.0,26,11,2025-11-20
STORE010,SKU01546,17.5,25,10,2025-11-20
STORE029,SKU01546,17.5,25,10,2025-11-20
STORE008,SKU01547,1.8,25,10,2025-11-20
STORE013,SKU01547,10.3,25,10,2025-11-20
STORE020,SKU01547,36.5,25,10,2025-11-20
STORE016,SKU01547,36.9,25,10,2025-11-20
STORE001,SKU01547,2.0,25,10,2025-11-20
STORE022,SKU01547,1.8,25,10,2025-11-20
STORE019,SKU01547,5.8,25,10,2025-11-20
STORE030,SKU01547,39.5,25,10,2025-11-20
STORE021,SKU01547,2.6,25,10,2025-11-20
STORE003,SKU01547,24.2,25,10,2025-11-20
STORE015,SKU01547,2.0,25,10,2025-11-20
STORE026,SKU01547,18.6,25,10,2025-11-20
STORE029,SKU01547,8.4,25,10,2025-11-20
STORE012,SKU01547,29.6,25,10,2025-11-20
STORE017,SKU01547,5.1,25,10,2025-11-20
STORE013,SKU01548,83.9,25,10,2025-11-20
STORE001,SKU01548,22.1,25,10,2025-11-20
STORE016,SKU01549,72.5,25,10,2025-11-20
STORE014,SKU01549,119.9,25,10,2025-11-20
STORE024,SKU01549,7.9,25,10,2025-11-20
STORE015,SKU01549,116.7,25,10,2025-11-20
STORE030,SKU01550,200.5,25,10,2025-11-20
STORE014,SKU01550,30.3,25,10,2025-11-20
STORE003,SKU01550,124.2,25,10,2025-11-20
STORE009,SKU01550,39.1,25,10,2025-11-20
STORE012,SKU01551,126.1,27,12,2025-11-20
STORE008,SKU01551,148.9,27,12,2025-11-20
STORE009,SKU01552,19.2,25,10,2025-11-20
STORE012,SKU01552,120.8,25,10,2025-11-20
STORE030,SKU01553,82.0,25,10,2025-11-20
STORE009,SKU01554,168.3,25,10,2025-11-20
STORE016,SKU01554,44.1,25,10,2025-11-20
STORE006,SKU01554,183.6,25,10,2025-11-20
STORE008,SKU01554,46.9,25,10,2025-11-20
STORE028,SKU01555,11.0,67,33,2025-11-20
STORE019,SKU01556,0.0,103,40,2025-10-15
STORE020,SKU01557,46.0,25,10,2025-11-20
STORE017,SKU01558,95.1,25,10,2025-11-20
STORE026,SKU01558,89.4,25,10,2025-11-20
STORE007,SKU01558,94.4,25,10,2025-11-20
STORE028,SKU01559,0.0,75,21,2025-10-15
STORE012,SKU01560,64.0,25,10,2025-11-20
STORE002,SKU01561,146.5,25,10,2025-11-20
STORE025,SKU01561,42.5,25,10,2025-11-20
STORE008,SKU01562,30.3,25,10,2025-11-20
STORE003,SKU01562,50.7,25,10,2025-11-20
STORE023,SKU01563,0.0,89,49,2025-10-15
STORE003,SKU01564,22.7,25,10,2025-11-20
STORE020,SKU01564,7.3,25,10,2025-11-20
STORE023,SKU01565,37.0,25,10,2025-11-20
STORE018,SKU01566,0.0,67,21,2025-10-15
STORE003,SKU01567,18.6,25,10,2025-11-20
STORE017,SKU01567,11.4,25,10,2025-11-20
STORE030,SKU01568,41.6,25,10,2025-11-20
STORE009,SKU01568,100.4,25,10,2025-11-20
STORE015,SKU01568,1096.8,25,10,2025-11-20
STORE005,SKU01568,133.9,25,10,2025-11-20
STORE010,SKU01568,68.0,25,10,2025-11-20
STORE027,SKU01568,227.1,25,10,2025-11-20
STORE014,SKU01568,135.0,25,10,2025-11-20
STORE029,SKU01568,13.2,25,10,2025-11-20
STORE006,SKU01568,143.6,25,10,2025-11-20
STORE008,SKU01568,289.0,25,10,2025-11-20
STORE024,SKU01568,295.2,25,10,2025-11-20
STORE026,SKU01568,162.2,25,10,2025-11-20
STORE022,SKU01568,218.1,25,10,2025-11-20
STORE017,SKU01568,1238.7,25,10,2025-11-20
STORE003,SKU01568,174.3,25,10,2025-11-20
STORE004,SKU01568,109.9,25,10,2025-11-20
STORE020,SKU01568,102.6,25,10,2025-11-20
STORE002,SKU01568,225.2,25,10,2025-11-20
STORE019,SKU01568,524.3,25,10,2025-11-20
STORE001,SKU01568,84.9,25,10,2025-11-20
STORE012,SKU01568,454.5,25,10,2025-11-20
STORE016,SKU01568,7.9,25,10,2025-11-20
STORE025,SKU01568,199.7,25,10,2025-11-20
STORE021,SKU01568,550.2,25,10,2025-11-20
STORE016,SKU01569,41.0,25,10,2025-11-20
STORE014,SKU01570,135.8,25,10,2025-11-20
STORE029,SKU01570,37.5,25,10,2025-11-20
STORE006,SKU01570,221.7,25,10,2025-11-20
STORE008,SKU01571,4.4,25,10,2025-11-20
STORE001,SKU01571,155.6,25,10,2025-11-20
STORE026,SKU01572,199.0,26,11,2025-11-20
STORE007,SKU01573,153.2,25,10,2025-11-20
STORE020,SKU01573,32.1,25,10,2025-11-20
STORE023,SKU01573,94.7,25,10,2025-11-20
STORE003,SKU01574,0.0,101,22,2025-10-15
STORE004,SKU01575,31.7,25,10,2025-11-20
STORE009,SKU01575,194.9,25,10,2025-11-20
STORE027,SKU01575,11.2,25,10,2025-11-20
STORE026,SKU01575,16.2,25,10,2025-11-20
STORE006,SKU01576,25.0,51,25,2025-11-20
STORE018,SKU01577,35.0,25,10,2025-11-20
STORE004,SKU01578,0.0,77,46,2025-10-15
STORE025,SKU01578,0.0,98,36,2025-10-15
STORE015,SKU01578,0.0,81,48,2025-10-15
STORE018,SKU01578,0.0,70,32,2025-10-15
STORE029,SKU01578,0.0,58,25,2025-10-15
STORE012,SKU01578,0.0,74,35,2025-10-15
STORE024,SKU01578,0.0,85,47,2025-10-15
STORE006,SKU01578,0.0,95,27,2025-10-15
STORE005,SKU01578,0.0,99,46,2025-10-15
STORE027,SKU01578,0.0,118,38,2025-10-15
STORE023,SKU01578,0.0,87,28,2025-10-15
STORE008,SKU01578,0.0,86,27,2025-10-15
STORE001,SKU01578,0.0,100,25,2025-10-15
STORE011,SKU01578,0.0,98,23,2025-10-15
STORE020,SKU01578,0.0,67,27,2025-10-15
STORE013,SKU01578,0.0,108,40,2025-10-15
STORE022,SKU01578,0.0,76,44,2025-10-15
STORE009,SKU01578,0.0,76,22,2025-10-15
STORE005,SKU01579,3.7,25,10,2025-11-20
STORE001,SKU01579,48.3,25,10,2025-11-20
STORE010,SKU01580,695.8,25,10,2025-11-20
STORE015,SKU01580,87.6,25,10,2025-11-20
STORE017,SKU01580,476.4,25,10,2025-11-20
STORE026,SKU01580,146.0,25,10,2025-11-20
STORE016,SKU01580,58.3,25,10,2025-11-20
STORE022,SKU01580,224.9,25,10,2025-11-20
STORE013,SKU01580,199.5,25,10,2025-11-20
STORE018,SKU01580,838.8,25,10,2025-11-20
STORE023,SKU01580,57.1,25,10,2025-11-20
STORE024,SKU01580,206.8,25,10,2025-11-20
STORE028,SKU01580,9.9,25,10,2025-11-20
STORE029,SKU01580,22.4,25,10,2025-11-20
STORE020,SKU01580,0.7,25,10,2025-11-20
STORE012,SKU01580,1396.1,25,10,2025-11-20
STORE021,SKU01580,300.7,25,10,2025-11-20
STORE027,SKU01580,286.7,25,10,2025-11-20
STORE005,SKU01580,132.2,25,10,2025-11-20
STORE017,SKU01581,145.2,25,10,2025-11-20
STORE030,SKU01581,66.8,25,10,2025-11-20
STORE014,SKU01582,47.8,25,10,2025-11-20
STORE006,SKU01582,67.2,25,10,2025-11-20
STORE017,SKU01582,201.3,25,10,2025-11-20
STORE028,SKU01582,110.6,25,10,2025-11-20
STORE016,SKU01583,0.0,56,24,2025-10-15
STORE007,SKU01584,0.0,90,22,2025-10-15
STORE012,SKU01585,213.0,25,10,2025-11-20
STORE027,SKU01585,48.0,25,10,2025-11-20
STORE010,SKU01586,31.7,25,10,2025-11-20
STORE004,SKU01586,155.3,25,10,2025-11-20
STORE020,SKU01587,193.5,25,10,2025-11-20
STORE029,SKU01587,72.5,25,10,2025-11-20
STORE014,SKU01588,0.0,86,32,2025-10-15
STORE010,SKU01589,277.4,25,10,2025-11-20
STORE012,SKU01589,107.6,25,10,2025-11-20
STORE001,SKU01589,76.9,25,10,2025-11-20
STORE011,SKU01590,9.5,25,10,2025-11-20
STORE016,SKU01590,172.5,25,10,2025-11-20
STORE007,SKU01590,126.3,25,10,2025-11-20
STORE025,SKU01590,15.2,25,10,2025-11-20
STORE001,SKU01590,59.3,25,10,2025-11-20
STORE028,SKU01590,55.2,25,10,2025-11-20
STORE014,SKU01591,18.9,25,10,2025-11-20
STORE025,SKU01591,56.1,25,10,2025-11-20
STORE021,SKU01592,441.0,25,10,2025-11-20
STORE025,SKU01592,395.2,25,10,2025-11-20
STORE005,SKU01592,26.3,25,10,2025-11-20
STORE015,SKU01592,33.0,25,10,2025-11-20
STORE019,SKU01592,105.5,25,10,2025-11-20
STORE029,SKU01592,16.8,25,10,2025-11-20
STORE024,SKU01592,691.8,25,10,2025-11-20
STORE028,SKU01592,653.5,25,10,2025-11-20
STORE030,SKU01592,74.4,25,10,2025-11-20
STORE010,SKU01592,919.8,25,10,2025-11-20
STORE013,SKU01592,85.5,25,10,2025-11-20
STORE008,SKU01592,182.3,25,10,2025-11-20
STORE023,SKU01592,145.6,25,10,2025-11-20
STORE001,SKU01592,236.9,25,10,2025-11-20
STORE026,SKU01592,149.5,25,10,2025-11-20
STORE029,SKU01593,230.0,25,10,2025-11-20
STORE015,SKU01594,0.0,89,28,2025-10-15
STORE013,SKU01595,52.9,25,10,2025-11-20
STORE015,SKU01595,435.8,25,10,2025-11-20
STORE023,SKU01595,5.8,25,10,2025-11-20
STORE012,SKU01595,15.5,25,10,2025-11-20
STORE029,SKU01596,4.7,25,10,2025-11-20
STORE007,SKU01596,84.4,25,10,2025-11-20
STORE015,SKU01596,4.8,25,10,2025-11-20
STORE005,SKU01596,155.5,25,10,2025-11-20
STORE014,SKU01596,61.6,25,10,2025-11-20
STORE002,SKU01597,49.0,25,10,2025-11-20
STORE008,SKU01598,0.0,89,50,2025-10-15
STORE029,SKU01599,285.1,25,10,2025-11-20
STORE021,SKU01599,64.8,25,10,2025-11-20
STORE030,SKU01599,76.2,25,10,2025-11-20
STORE004,SKU01600,69.0,25,10,2025-11-20
STORE010,SKU01600,161.7,25,10,2025-11-20
STORE012,SKU01600,42.4,25,10,2025-11-20
STORE002,SKU01601,4.3,43,21,2025-11-20
STORE012,SKU01601,122.7,43,21,2025-11-20
STORE015,SKU01602,3.1,25,10,2025-11-20
STORE030,SKU01602,225.4,25,10,2025-11-20
STORE013,SKU01602,215.5,25,10,2025-11-20
STORE029,SKU01602,49.0,25,10,2025-11-20
STORE021,SKU01603,0.0,104,47,2025-10-15
STORE003,SKU01604,87.0,25,10,2025-11-20
STORE020,SKU01605,48.8,25,10,2025-11-20
STORE010,SKU01605,370.6,25,10,2025-11-20
STORE012,SKU01605,319.2,25,10,2025-11-20
STORE027,SKU01605,473.4,25,10,2025-11-20
STORE017,SKU01605,859.5,25,10,2025-11-20
STORE018,SKU01605,365.1,25,10,2025-11-20
STORE016,SKU01605,52.5,25,10,2025-11-20
STORE002,SKU01605,86.5,25,10,2025-11-20
STORE024,SKU01605,572.5,25,10,2025-11-20
STORE003,SKU01605,72.8,25,10,2025-11-20
STORE028,SKU01605,23.3,25,10,2025-11-20
STORE011,SKU01605,376.7,25,10,2025-11-20
STORE007,SKU01605,159.7,25,10,2025-11-20
STORE029,SKU01605,783.3,25,10,2025-11-20
STORE006,SKU01605,325.7,25,10,2025-11-20
STORE001,SKU01605,29.4,25,10,2025-11-20
STORE023,SKU01605,915.8,25,10,2025-11-20
STORE021,SKU01605,92.8,25,10,2025-11-20
STORE030,SKU01605,127.5,25,10,2025-11-20
STORE009,SKU01605,159.6,25,10,2025-11-20
STORE005,SKU01605,16.3,25,10,2025-11-20
STORE015,SKU01605,212.8,25,10,2025-11-20
STORE019,SKU01605,40.8,25,10,2025-11-20
STORE026,SKU01605,158.9,25,10,2025-11-20
STORE014,SKU01605,133.9,25,10,2025-11-20
STORE025,SKU01605,459.5,25,10,2025-11-20
STORE013,SKU01605,504.0,25,10,2025-11-20
STORE008,SKU01605,51.6,25,10,2025-11-20
STORE022,SKU01605,141.6,25,10,2025-11-20
STORE013,SKU01606,50.8,25,10,2025-11-20
STORE011,SKU01606,17.8,25,10,2025-11-20
STORE026,SKU01606,174.0,25,10,2025-11-20
STORE020,SKU01606,133.4,25,10,2025-11-20
STORE015,SKU01607,113.0,25,10,2025-11-20
STORE012,SKU01608,112.6,25,10,2025-11-20
STORE020,SKU01608,27.6,25,10,2025-11-20
STORE011,SKU01608,243.9,25,10,2025-11-20
STORE010,SKU01608,31.9,25,10,2025-11-20
STORE012,SKU01609,347.9,25,10,2025-11-20
STORE002,SKU01609,123.8,25,10,2025-11-20
STORE026,SKU01609,40.4,25,10,2025-11-20
STORE017,SKU01610,55.7,25,10,2025-11-20
STORE019,SKU01610,156.2,25,10,2025-11-20
STORE004,SKU01610,52.1,25,10,2025-11-20
