sku_id,flag,affected_stores,window_start,window_end,notes
SKU01189,STOCKOUT_RISK,"STORE003, STORE013, STORE029, STORE028, STORE018, STORE016, STORE002, STORE021, STORE001, STORE006",2025-11-01,2025-12-31,High demand velocity item. Zero or depleted stock on hand across 10 stores.
SKU01191,SLOW_MOVER,"STORE003, STORE016, STORE028, STORE014, STORE021, STORE011, STORE019, STORE004, STORE017, STORE002, STORE008, STORE007, STORE029, STORE009, STORE026, STORE015",2025-11-01,2025-12-31,Low demand velocity. Excess inventory carrying 5558.4 days of cover.
SKU01200,SLOW_MOVER,"STORE003, STORE022, STORE009, STORE018, STORE019, STORE029, STORE002, STORE006, STORE011, STORE001, STORE007, STORE026, STORE005, STORE013, STORE030, STORE027, STORE016, STORE010",2025-11-01,2025-12-31,Low demand velocity. Excess inventory carrying 4788.0 days of cover.
SKU01229,SLOW_MOVER,"STORE008, STORE019, STORE027, STORE013, STORE022, STORE018, STORE011, STORE028, STORE005, STORE003, STORE017, STORE012, STORE002, STORE004, STORE014, STORE020, STORE016, STORE025, STORE006, STORE010, STORE024, STORE007, STORE029, STORE001",2025-11-01,2025-12-31,Low demand velocity. Excess inventory carrying 7193.5 days of cover.
SKU01264,SLOW_MOVER,"STORE021, STORE009, STORE026, STORE015, STORE016, STORE008, STORE012, STORE018, STORE013, STORE014, STORE006, STORE019, STORE022, STORE003, STORE010, STORE023, STORE004, STORE024, STORE002, STORE027",2025-11-01,2025-12-31,Low demand velocity. Excess inventory carrying 5802.3 days of cover.
SKU01274,STOCKOUT_RISK,"STORE009, STORE005, STORE013, STORE023, STORE026, STORE021, STORE029, STORE028, STORE011, STORE012, STORE004, STORE003, STORE001, STORE010, STORE015, STORE006, STORE027, STORE024",2025-11-01,2025-12-31,High demand velocity item. Zero or depleted stock on hand across 18 stores.
SKU01287,SLOW_MOVER,"STORE004, STORE005, STORE003, STORE006, STORE014, STORE015, STORE018, STORE024, STORE017, STORE026, STORE030, STORE001, STORE028, STORE012, STORE023, STORE010, STORE025, STORE013, STORE027, STORE007, STORE019",2025-11-01,2025-12-31,Low demand velocity. Excess inventory carrying 7025.5 days of cover.
SKU01303,SLOW_MOVER,"STORE010, STORE014, STORE013, STORE025, STORE003, STORE024, STORE018, STORE008, STORE019, STORE017, STORE006, STORE028, STORE020, STORE005, STORE009, STORE021, STORE015, STORE023, STORE026, STORE002, STORE012, STORE007, STORE029, STORE004, STORE030, STORE016, STORE001, STORE011, STORE027, STORE022",2025-11-01,2025-12-31,Low demand velocity. Excess inventory carrying 8403.1 days of cover.
SKU01310,SLOW_MOVER,"STORE024, STORE021, STORE016, STORE020, STORE027, STORE007, STORE015, STORE004, STORE005, STORE010, STORE001, STORE013, STORE011, STORE019, STORE018, STORE008, STORE006, STORE025, STORE028, STORE029, STORE003, STORE022, STORE014, STORE009, STORE030, STORE002, STORE023, STORE017, STORE026",2025-11-01,2025-12-31,Low demand velocity. Excess inventory carrying 9352.2 days of cover.
SKU01317,STOCKOUT_RISK,"STORE013, STORE011, STORE010, STORE024, STORE023, STORE021, STORE016, STORE019, STORE008, STORE029, STORE030, STORE009, STORE020, STORE012, STORE004, STORE015, STORE028",2025-11-01,2025-12-31,High demand velocity item. Zero or depleted stock on hand across 17 stores.
SKU01318,SLOW_MOVER,"STORE007, STORE019, STORE018, STORE006, STORE022, STORE025, STORE028, STORE001, STORE015, STORE030, STORE026, STORE010, STORE003, STORE014, STORE016, STORE024, STORE011, STORE005, STORE004, STORE013, STORE020, STORE021, STORE009, STORE023, STORE012, STORE017, STORE027, STORE029, STORE002, STORE008",2025-11-01,2025-12-31,Low demand velocity. Excess inventory carrying 8301.4 days of cover.
SKU01337,SLOW_MOVER,"STORE018, STORE002, STORE026, STORE012, STORE023, STORE030, STORE020, STORE021, STORE003, STORE004, STORE008, STORE027, STORE006, STORE029, STORE013, STORE016, STORE025, STORE015, STORE007, STORE017, STORE001, STORE011, STORE005, STORE009, STORE024, STORE014, STORE019, STORE028, STORE022",2025-11-01,2025-12-31,Low demand velocity. Excess inventory carrying 8790.5 days of cover.
SKU01339,SLOW_MOVER,"STORE013, STORE015, STORE025, STORE022, STORE019, STORE023, STORE017, STORE005, STORE012, STORE001, STORE016, STORE004, STORE010, STORE014, STORE003, STORE002",2025-11-01,2025-12-31,Low demand velocity. Excess inventory carrying 6397.7 days of cover.
SKU01356,SLOW_MOVER,"STORE027, STORE024, STORE005, STORE012, STORE010, STORE011, STORE015, STORE007, STORE017, STORE016, STORE030, STORE021, STORE004, STORE029, STORE022, STORE006, STORE002, STORE028, STORE001, STORE014, STORE020, STORE019",2025-11-01,2025-12-31,Low demand velocity. Excess inventory carrying 6063.6 days of cover.
SKU01363,STOCKOUT_RISK,"STORE021, STORE004, STORE022, STORE026, STORE006, STORE024, STORE008, STORE017, STORE027, STORE018, STORE028, STORE011",2025-11-01,2025-12-31,High demand velocity item. Zero or depleted stock on hand across 12 stores.
SKU01370,STOCKOUT_RISK,"STORE018, STORE014, STORE015, STORE008, STORE026, STORE013, STORE021, STORE006, STORE023, STORE024, STORE029, STORE025, STORE001, STORE007, STORE028, STORE010, STORE017, STORE020",2025-11-01,2025-12-31,High demand velocity item. Zero or depleted stock on hand across 18 stores.
SKU01371,STOCKOUT_RISK,"STORE001, STORE023, STORE007, STORE028, STORE009, STORE025, STORE029, STORE003, STORE019, STORE004, STORE018, STORE006, STORE012",2025-11-01,2025-12-31,High demand velocity item. Zero or depleted stock on hand across 13 stores.
SKU01396,SLOW_MOVER,"STORE011, STORE007, STORE015, STORE004, STORE009, STORE022, STORE016, STORE017, STORE021, STORE030, STORE020, STORE013, STORE019, STORE027, STORE012, STORE006, STORE014, STORE008, STORE010, STORE003",2025-11-01,2025-12-31,Low demand velocity. Excess inventory carrying 5972.5 days of cover.
SKU01407,SLOW_MOVER,"STORE027, STORE022, STORE023, STORE026, STORE010, STORE020, STORE019, STORE003, STORE029, STORE005, STORE011, STORE004, STORE008, STORE030, STORE024, STORE028, STORE006, STORE012, STORE015, STORE009, STORE007, STORE017, STORE013",2025-11-01,2025-12-31,Low demand velocity. Excess inventory carrying 7264.5 days of cover.
SKU01414,STOCKOUT_RISK,"STORE019, STORE013, STORE014, STORE006, STORE016, STORE021, STORE018, STORE023, STORE025, STORE027, STORE024, STORE022, STORE026, STORE010, STORE005, STORE003, STORE030",2025-11-01,2025-12-31,High demand velocity item. Zero or depleted stock on hand across 17 stores.
SKU01420,STOCKOUT_RISK,"STORE027, STORE015, STORE020, STORE002, STORE012, STORE001, STORE016, STORE005, STORE007, STORE013, STORE018, STORE017, STORE024, STORE014, STORE028",2025-11-01,2025-12-31,High demand velocity item. Zero or depleted stock on hand across 15 stores.
SKU01423,SLOW_MOVER,"STORE014, STORE023, STORE027, STORE015, STORE016, STORE006, STORE003, STORE019, STORE001, STORE008, STORE010, STORE002, STORE009, STORE021, STORE020, STORE024, STORE013, STORE017, STORE026, STORE030, STORE018, STORE012, STORE029, STORE005, STORE022",2025-11-01,2025-12-31,Low demand velocity. Excess inventory carrying 6838.9 days of cover.
SKU01428,SLOW_MOVER,"STORE009, STORE025, STORE018, STORE027, STORE012, STORE028, STORE002, STORE015, STORE029, STORE007, STORE014, STORE004, STORE008, STORE010, STORE024, STORE022, STORE005, STORE006, STORE016, STORE023, STORE026, STORE019, STORE030, STORE021, STORE013, STORE020",2025-11-01,2025-12-31,Low demand velocity. Excess inventory carrying 8581.3 days of cover.
SKU01433,SLOW_MOVER,"STORE023, STORE012, STORE028, STORE030, STORE020, STORE021, STORE014, STORE006, STORE026, STORE005, STORE007, STORE022, STORE002, STORE029, STORE009, STORE010, STORE016, STORE003, STORE027, STORE025, STORE011, STORE015, STORE018, STORE008, STORE004, STORE001, STORE013, STORE017, STORE024, STORE019",2025-11-01,2025-12-31,Low demand velocity. Excess inventory carrying 9419.7 days of cover.
SKU01438,STOCKOUT_RISK,"STORE008, STORE005, STORE023, STORE011, STORE030, STORE025, STORE022, STORE013, STORE016, STORE029, STORE019",2025-11-01,2025-12-31,High demand velocity item. Zero or depleted stock on hand across 11 stores.
SKU01466,STOCKOUT_RISK,"STORE021, STORE009, STORE030, STORE014, STORE013, STORE015, STORE003, STORE028, STORE024, STORE026, STORE017, STORE029, STORE012, STORE025, STORE016",2025-11-01,2025-12-31,High demand velocity item. Zero or depleted stock on hand across 15 stores.
SKU01485,STOCKOUT_RISK,"STORE011, STORE019, STORE001, STORE025, STORE024, STORE003, STORE026, STORE015, STORE021, STORE012, STORE027, STORE018, STORE013",2025-11-01,2025-12-31,High demand velocity item. Zero or depleted stock on hand across 13 stores.
SKU01495,SLOW_MOVER,"STORE007, STORE014, STORE027, STORE030, STORE016, STORE009, STORE011, STORE010, STORE024, STORE018, STORE019, STORE005, STORE026, STORE022, STORE002, STORE001, STORE021, STORE017, STORE008, STORE015, STORE029, STORE003, STORE012, STORE004, STORE013, STORE028",2025-11-01,2025-12-31,Low demand velocity. Excess inventory carrying 6772.1 days of cover.
SKU01507,STOCKOUT_RISK,"STORE007, STORE023, STORE005, STORE021, STORE010, STORE006, STORE009, STORE003, STORE027, STORE012, STORE024, STORE029, STORE022, STORE025, STORE002, STORE030, STORE011, STORE028, STORE018",2025-11-01,2025-12-31,High demand velocity item. Zero or depleted stock on hand across 19 stores.
SKU01538,SLOW_MOVER,"STORE023, STORE025, STORE008, STORE014, STORE021, STORE003, STORE030, STORE004, STORE001, STORE007, STORE016, STORE029, STORE005, STORE028, STORE015, STORE022, STORE020, STORE012, STORE006, STORE002, STORE026, STORE019, STORE017, STORE027",2025-11-01,2025-12-31,Low demand velocity. Excess inventory carrying 7990.5 days of cover.
SKU01542,SLOW_MOVER,"STORE008, STORE013, STORE003, STORE024, STORE026, STORE004, STORE025, STORE011, STORE012, STORE010, STORE005, STORE029, STORE020, STORE018, STORE028, STORE009, STORE021, STORE001, STORE014, STORE023, STORE016, STORE030",2025-11-01,2025-12-31,Low demand velocity. Excess inventory carrying 8831.6 days of cover.
SKU01547,STOCKOUT_RISK,"STORE012, STORE024, STORE007, STORE021, STORE029, STORE005, STORE014, STORE020, STORE022, STORE015, STORE028, STORE003, STORE004, STORE025, STORE018",2025-11-01,2025-12-31,High demand velocity item. Zero or depleted stock on hand across 15 stores.
SKU01568,SLOW_MOVER,"STORE019, STORE024, STORE013, STORE012, STORE014, STORE011, STORE005, STORE008, STORE009, STORE021, STORE003, STORE023, STORE018, STORE010, STORE001, STORE026, STORE015, STORE025, STORE029, STORE004, STORE022, STORE017, STORE028, STORE006",2025-11-01,2025-12-31,Low demand velocity. Excess inventory carrying 7803.0 days of cover.
SKU01578,STOCKOUT_RISK,"STORE013, STORE010, STORE021, STORE002, STORE026, STORE008, STORE016, STORE030, STORE004, STORE025, STORE024, STORE003, STORE017, STORE001, STORE012, STORE015, STORE006, STORE019",2025-11-01,2025-12-31,High demand velocity item. Zero or depleted stock on hand across 18 stores.
SKU01580,SLOW_MOVER,"STORE013, STORE028, STORE027, STORE019, STORE014, STORE012, STORE018, STORE022, STORE006, STORE016, STORE003, STORE001, STORE020, STORE029, STORE009, STORE004, STORE017",2025-11-01,2025-12-31,Low demand velocity. Excess inventory carrying 5625.1 days of cover.
SKU01592,SLOW_MOVER,"STORE030, STORE002, STORE026, STORE013, STORE017, STORE010, STORE021, STORE023, STORE028, STORE014, STORE024, STORE027, STORE003, STORE005, STORE009",2025-11-01,2025-12-31,Low demand velocity. Excess inventory carrying 4778.4 days of cover.
SKU01605,SLOW_MOVER,"STORE003, STORE010, STORE030, STORE017, STORE007, STORE005, STORE018, STORE011, STORE013, STORE019, STORE028, STORE029, STORE014, STORE008, STORE002, STORE004, STORE016, STORE026, STORE024, STORE027, STORE021, STORE001, STORE025, STORE006, STORE022, STORE012, STORE009, STORE015, STORE020",2025-11-01,2025-12-31,Low demand velocity. Excess inventory carrying 9199.7 days of cover.
SKU01643,SLOW_MOVER,"STORE023, STORE001, STORE006, STORE016, STORE012, STORE017, STORE025, STORE009, STORE028, STORE026, STORE005, STORE030, STORE004, STORE029, STORE011, STORE013, STORE007, STORE020, STORE019, STORE002, STORE015, STORE027",2025-11-01,2025-12-31,Low demand velocity. Excess inventory carrying 5475.0 days of cover.
SKU01645,SLOW_MOVER,"STORE016, STORE015, STORE017, STORE012, STORE002, STORE030, STORE019, STORE006, STORE027, STORE023, STORE009, STORE004, STORE024, STORE008, STORE001",2025-11-01,2025-12-31,Low demand velocity. Excess inventory carrying 5971.0 days of cover.
SKU01649,SLOW_MOVER,"STORE002, STORE028, STORE029, STORE001, STORE008, STORE030, STORE016, STORE012, STORE013, STORE005, STORE006, STORE025, STORE018, STORE014, STORE026, STORE020, STORE004, STORE007, STORE023, STORE015, STORE021",2025-11-01,2025-12-31,Low demand velocity. Excess inventory carrying 7324.4 days of cover.
SKU01651,SLOW_MOVER,"STORE027, STORE003, STORE019, STORE012, STORE004, STORE017, STORE022, STORE002, STORE006, STORE008, STORE025, STORE023, STORE013, STORE029, STORE015, STORE014, STORE005, STORE018, STORE016, STORE024, STORE028",2025-11-01,2025-12-31,Low demand velocity. Excess inventory carrying 6168.3 days of cover.
SKU01662,STOCKOUT_RISK,"STORE018, STORE015, STORE001, STORE012, STORE007, STORE010, STORE019, STORE025, STORE020, STORE008, STORE029, STORE027, STORE016",2025-11-01,2025-12-31,High demand velocity item. Zero or depleted stock on hand across 13 stores.
SKU01674,SLOW_MOVER,"STORE025, STORE030, STORE007, STORE024, STORE018, STORE029, STORE008, STORE005, STORE001, STORE014, STORE022, STORE027, STORE026, STORE012, STORE020, STORE006, STORE016, STORE013, STORE011, STORE028, STORE023, STORE002, STORE004, STORE010, STORE009",2025-11-01,2025-12-31,Low demand velocity. Excess inventory carrying 7190.8 days of cover.
SKU01675,SLOW_MOVER,"STORE014, STORE016, STORE002, STORE005, STORE023, STORE009, STORE003, STORE028, STORE008, STORE017, STORE030, STORE012, STORE015, STORE024, STORE004, STORE025, STORE021, STORE011",2025-11-01,2025-12-31,Low demand velocity. Excess inventory carrying 5136.4 days of cover.
SKU01677,STOCKOUT_RISK,"STORE027, STORE013, STORE003, STORE019, STORE030, STORE002, STORE014, STORE022, STORE005, STORE008, STORE010, STORE009, STORE011, STORE029",2025-11-01,2025-12-31,High demand velocity item. Zero or depleted stock on hand across 14 stores.
SKU01684,SLOW_MOVER,"STORE023, STORE027, STORE024, STORE011, STORE029, STORE015, STORE009, STORE008, STORE003, STORE007, STORE005, STORE019, STORE004, STORE020, STORE018, STORE022, STORE030",2025-11-01,2025-12-31,Low demand velocity. Excess inventory carrying 4769.2 days of cover.
SKU01685,STOCKOUT_RISK,"STORE015, STORE011, STORE014, STORE004, STORE018, STORE012, STORE007, STORE030, STORE010, STORE023, STORE009, STORE027, STORE003",2025-11-01,2025-12-31,High demand velocity item. Zero or depleted stock on hand across 13 stores.
SKU01696,SLOW_MOVER,"STORE006, STORE026, STORE022, STORE010, STORE023, STORE029, STORE020, STORE002, STORE007, STORE011, STORE005, STORE003, STORE008, STORE012, STORE013, STORE009, STORE001, STORE021, STORE024, STORE017, STORE019, STORE014, STORE028, STORE018, STORE004, STORE016, STORE025, STORE015, STORE030, STORE027",2025-11-01,2025-12-31,Low demand velocity. Excess inventory carrying 9549.4 days of cover.
SKU01717,SLOW_MOVER,"STORE026, STORE030, STORE005, STORE004, STORE001, STORE002, STORE008, STORE028, STORE007, STORE013, STORE012, STORE003, STORE009, STORE019, STORE029, STORE025, STORE027, STORE011, STORE024, STORE017",2025-11-01,2025-12-31,Low demand velocity. Excess inventory carrying 5747.6 days of cover.
SKU01751,STOCKOUT_RISK,"STORE003, STORE029, STORE028, STORE027, STORE026, STORE011, STORE004, STORE002, STORE015, STORE023, STORE006, STORE019, STORE014, STORE013, STORE016, STORE001, STORE007, STORE025, STORE018",2025-11-01,2025-12-31,High demand velocity item. Zero or depleted stock on hand across 19 stores.
SKU01754,SLOW_MOVER,"STORE006, STORE012, STORE007, STORE030, STORE009, STORE026, STORE015, STORE005, STORE002, STORE020, STORE021, STORE008, STORE010, STORE016, STORE014, STORE024, STORE025, STORE019, STORE001, STORE022, STORE023, STORE028, STORE003, STORE004, STORE011, STORE018, STORE027, STORE013",2025-11-01,2025-12-31,Low demand velocity. Excess inventory carrying 9484.5 days of cover.
SKU01762,SLOW_MOVER,"STORE026, STORE018, STORE030, STORE001, STORE013, STORE023, STORE012, STORE016, STORE029, STORE025, STORE024, STORE019, STORE017, STORE011, STORE028",2025-11-01,2025-12-31,Low demand velocity. Excess inventory carrying 4177.4 days of cover.
SKU01766,SLOW_MOVER,"STORE009, STORE006, STORE001, STORE011, STORE020, STORE008, STORE028, STORE030, STORE002, STORE016, STORE017, STORE012, STORE025, STORE029, STORE004, STORE021, STORE027, STORE015, STORE005, STORE023, STORE024, STORE013, STORE007, STORE003, STORE022",2025-11-01,2025-12-31,Low demand velocity. Excess inventory carrying 8792.0 days of cover.
SKU01770,SLOW_MOVER,"STORE006, STORE008, STORE019, STORE011, STORE026, STORE024, STORE023, STORE012, STORE028, STORE001, STORE025, STORE022, STORE005, STORE007, STORE016, STORE009",2025-11-01,2025-12-31,Low demand velocity. Excess inventory carrying 5024.6 days of cover.
SKU01775,STOCKOUT_RISK,"STORE010, STORE006, STORE016, STORE002, STORE003, STORE027, STORE008, STORE020, STORE024, STORE001, STORE017, STORE028, STORE021, STORE011",2025-11-01,2025-12-31,High demand velocity item. Zero or depleted stock on hand across 14 stores.
SKU01784,STOCKOUT_RISK,"STORE030, STORE020, STORE007, STORE026, STORE005, STORE011, STORE023, STORE006, STORE025, STORE002, STORE001, STORE027, STORE019",2025-11-01,2025-12-31,High demand velocity item. Zero or depleted stock on hand across 13 stores.
SKU01792,SLOW_MOVER,"STORE025, STORE004, STORE028, STORE017, STORE012, STORE003, STORE026, STORE023, STORE022, STORE013, STORE019, STORE029, STORE011, STORE010, STORE018, STORE030, STORE015, STORE024, STORE007, STORE016, STORE008, STORE006, STORE014, STORE009, STORE005, STORE021, STORE027, STORE001",2025-11-01,2025-12-31,Low demand velocity. Excess inventory carrying 8786.9 days of cover.
SKU01803,SLOW_MOVER,"STORE022, STORE019, STORE027, STORE006, STORE013, STORE010, STORE024, STORE023, STORE025, STORE005, STORE028, STORE001, STORE026, STORE002, STORE020, STORE030, STORE016, STORE018, STORE015, STORE004, STORE012, STORE017, STORE008",2025-11-01,2025-12-31,Low demand velocity. Excess inventory carrying 7201.9 days of cover.
SKU01805,SLOW_MOVER,"STORE005, STORE011, STORE024, STORE003, STORE008, STORE012, STORE029, STORE006, STORE021, STORE027, STORE028, STORE015, STORE001, STORE009, STORE007, STORE004, STORE025, STORE002, STORE023, STORE030, STORE013, STORE018, STORE017, STORE019, STORE016, STORE014",2025-11-01,2025-12-31,Low demand velocity. Excess inventory carrying 9781.5 days of cover.
SKU01818,SLOW_MOVER,"STORE006, STORE029, STORE014, STORE016, STORE013, STORE012, STORE018, STORE026, STORE004, STORE027, STORE019, STORE008, STORE030, STORE015, STORE003, STORE023, STORE028, STORE001, STORE005, STORE017, STORE024, STORE025, STORE002, STORE011, STORE021, STORE020",2025-11-01,2025-12-31,Low demand velocity. Excess inventory carrying 7500.2 days of cover.
SKU01822,SLOW_MOVER,"STORE029, STORE013, STORE006, STORE024, STORE003, STORE018, STORE026, STORE011, STORE020, STORE022, STORE016, STORE001, STORE014, STORE028, STORE025, STORE027, STORE019, STORE002, STORE017, STORE004, STORE023, STORE007, STORE005, STORE012, STORE015, STORE009, STORE030, STORE021",2025-11-01,2025-12-31,Low demand velocity. Excess inventory carrying 9637.8 days of cover.
SKU01827,SLOW_MOVER,"STORE002, STORE013, STORE019, STORE018, STORE016, STORE005, STORE030, STORE012, STORE001, STORE014, STORE003, STORE010, STORE026, STORE007, STORE004, STORE022, STORE027",2025-11-01,2025-12-31,Low demand velocity. Excess inventory carrying 5694.4 days of cover.
SKU01830,SLOW_MOVER,"STORE006, STORE021, STORE010, STORE003, STORE016, STORE004, STORE028, STORE013, STORE026, STORE022, STORE009, STORE027, STORE018, STORE023, STORE030, STORE029, STORE007, STORE015, STORE019, STORE008, STORE001, STORE005, STORE011, STORE025, STORE012",2025-11-01,2025-12-31,Low demand velocity. Excess inventory carrying 7571.2 days of cover.
SKU01854,SLOW_MOVER,"STORE008, STORE027, STORE009, STORE019, STORE002, STORE005, STORE023, STORE022, STORE004, STORE003, STORE012, STORE018, STORE014, STORE030, STORE026, STORE029, STORE007, STORE028, STORE015, STORE013, STORE017, STORE024, STORE010, STORE021, STORE001, STORE011, STORE006, STORE020, STORE025, STORE016",2025-11-01,2025-12-31,Low demand velocity. Excess inventory carrying 8870.4 days of cover.
SKU01863,SLOW_MOVER,"STORE025, STORE015, STORE006, STORE028, STORE007, STORE026, STORE005, STORE002, STORE014, STORE003, STORE022, STORE030, STORE024, STORE009, STORE011, STORE029, STORE012, STORE013",2025-11-01,2025-12-31,Low demand velocity. Excess inventory carrying 5990.8 days of cover.
SKU01874,SLOW_MOVER,"STORE003, STORE030, STORE013, STORE018, STORE028, STORE027, STORE011, STORE009, STORE017, STORE015, STORE001, STORE019, STORE022, STORE014, STORE004, STORE007",2025-11-01,2025-12-31,Low demand velocity. Excess inventory carrying 4972.7 days of cover.
SKU01880,SLOW_MOVER,"STORE005, STORE030, STORE019, STORE028, STORE027, STORE025, STORE004, STORE024, STORE026, STORE023, STORE010, STORE018, STORE012, STORE014, STORE009, STORE007, STORE011, STORE008",2025-11-01,2025-12-31,Low demand velocity. Excess inventory carrying 6025.6 days of cover.
SKU01906,SLOW_MOVER,"STORE019, STORE020, STORE016, STORE002, STORE006, STORE009, STORE013, STORE005, STORE029, STORE022, STORE024, STORE027, STORE021, STORE011, STORE008, STORE001, STORE012, STORE028",2025-11-01,2025-12-31,Low demand velocity. Excess inventory carrying 5248.4 days of cover.
SKU01911,SLOW_MOVER,"STORE030, STORE009, STORE012, STORE001, STORE011, STORE010, STORE025, STORE029, STORE016, STORE004, STORE008, STORE005, STORE024, STORE015, STORE026, STORE019, STORE028, STORE007, STORE018, STORE022, STORE002, STORE021, STORE020",2025-11-01,2025-12-31,Low demand velocity. Excess inventory carrying 7828.9 days of cover.
SKU01919,SLOW_MOVER,"STORE007, STORE027, STORE014, STORE024, STORE016, STORE025, STORE017, STORE012, STORE002, STORE029, STORE006, STORE003, STORE010, STORE021, STORE013, STORE019, STORE026, STORE009, STORE018, STORE001, STORE015, STORE004",2025-11-01,2025-12-31,Low demand velocity. Excess inventory carrying 6810.1 days of cover.
SKU01939,SLOW_MOVER,"STORE029, STORE027, STORE007, STORE030, STORE002, STORE008, STORE026, STORE015, STORE024, STORE012, STORE028, STORE009, STORE021, STORE023, STORE013, STORE011, STORE022, STORE017, STORE001, STORE004, STORE006, STORE025, STORE019",2025-11-01,2025-12-31,Low demand velocity. Excess inventory carrying 6414.2 days of cover.
SKU01970,SLOW_MOVER,"STORE006, STORE028, STORE016, STORE019, STORE018, STORE012, STORE025, STORE030, STORE009, STORE003, STORE010, STORE001, STORE013, STORE002, STORE023, STORE014, STORE020, STORE026, STORE004, STORE024, STORE011, STORE015, STORE005, STORE029, STORE022, STORE008, STORE027, STORE021",2025-11-01,2025-12-31,Low demand velocity. Excess inventory carrying 8667.6 days of cover.
SKU01971,SLOW_MOVER,"STORE001, STORE016, STORE005, STORE021, STORE006, STORE020, STORE030, STORE008, STORE009, STORE025, STORE010, STORE022, STORE014, STORE013, STORE012, STORE023, STORE028, STORE004, STORE015, STORE018, STORE019, STORE007, STORE002, STORE024, STORE011, STORE003, STORE026, STORE029",2025-11-01,2025-12-31,Low demand velocity. Excess inventory carrying 8568.1 days of cover.
SKU01981,SLOW_MOVER,"STORE022, STORE004, STORE016, STORE003, STORE011, STORE009, STORE021, STORE026, STORE025, STORE030, STORE010, STORE007, STORE005, STORE017, STORE008, STORE015, STORE001, STORE013, STORE020, STORE019, STORE006, STORE027, STORE014, STORE012, STORE029, STORE024, STORE018",2025-11-01,2025-12-31,Low demand velocity. Excess inventory carrying 8595.0 days of cover.
SKU01988,STOCKOUT_RISK,"STORE030, STORE014, STORE013, STORE028, STORE024, STORE002, STORE019, STORE023, STORE026, STORE007, STORE011, STORE008",2025-11-01,2025-12-31,High demand velocity item. Zero or depleted stock on hand across 12 stores.
SKU01993,STOCKOUT_RISK,"STORE022, STORE018, STORE021, STORE026, STORE016, STORE030, STORE012, STORE017, STORE010",2025-11-01,2025-12-31,High demand velocity item. Zero or depleted stock on hand across 9 stores.
SKU02038,SLOW_MOVER,"STORE028, STORE006, STORE027, STORE022, STORE018, STORE029, STORE010, STORE004, STORE016, STORE005, STORE009, STORE026, STORE025, STORE011, STORE003, STORE023, STORE019, STORE015, STORE012, STORE021, STORE007, STORE014, STORE020, STORE030, STORE017",2025-11-01,2025-12-31,Low demand velocity. Excess inventory carrying 7047.5 days of cover.
SKU02046,STOCKOUT_RISK,"STORE010, STORE015, STORE028, STORE004, STORE016, STORE002, STORE021, STORE019, STORE023, STORE020, STORE003, STORE026, STORE007, STORE017, STORE027, STORE014, STORE011, STORE018",2025-11-01,2025-12-31,High demand velocity item. Zero or depleted stock on hand across 18 stores.
SKU02055,SLOW_MOVER,"STORE017, STORE010, STORE014, STORE002, STORE005, STORE026, STORE007, STORE011, STORE028, STORE019, STORE015, STORE025, STORE023, STORE006, STORE003, STORE008, STORE030, STORE018",2025-11-01,2025-12-31,Low demand velocity. Excess inventory carrying 5206.8 days of cover.
SKU02057,SLOW_MOVER,"STORE006, STORE011, STORE021, STORE002, STORE001, STORE015, STORE009, STORE007, STORE030, STORE019, STORE022, STORE016, STORE003, STORE005, STORE014, STORE029, STORE023, STORE028, STORE013, STORE008, STORE012, STORE026, STORE024, STORE017, STORE027, STORE018",2025-11-01,2025-12-31,Low demand velocity. Excess inventory carrying 7726.4 days of cover.
SKU02064,SLOW_MOVER,"STORE001, STORE029, STORE011, STORE025, STORE017, STORE007, STORE030, STORE022, STORE024, STORE021, STORE008, STORE020, STORE012, STORE010, STORE005, STORE002, STORE027, STORE009, STORE026, STORE016, STORE003, STORE015, STORE023, STORE018, STORE014, STORE004, STORE006, STORE013, STORE019, STORE028",2025-11-01,2025-12-31,Low demand velocity. Excess inventory carrying 8592.8 days of cover.
SKU02068,STOCKOUT_RISK,"STORE029, STORE016, STORE012, STORE025, STORE007, STORE006, STORE013, STORE001, STORE008, STORE022, STORE005, STORE026, STORE023, STORE017, STORE027, STORE002",2025-11-01,2025-12-31,High demand velocity item. Zero or depleted stock on hand across 16 stores.
SKU02070,SLOW_MOVER,"STORE012, STORE023, STORE021, STORE026, STORE002, STORE013, STORE028, STORE009, STORE018, STORE020, STORE027, STORE024, STORE004, STORE001, STORE019, STORE030, STORE016, STORE007, STORE008",2025-11-01,2025-12-31,Low demand velocity. Excess inventory carrying 4965.0 days of cover.
SKU02079,STOCKOUT_RISK,"STORE013, STORE004, STORE018, STORE009, STORE016, STORE023, STORE005, STORE007, STORE022, STORE021, STORE001, STORE010, STORE014, STORE029, STORE027, STORE019, STORE015",2025-11-01,2025-12-31,High demand velocity item. Zero or depleted stock on hand across 17 stores.
SKU02088,STOCKOUT_RISK,"STORE023, STORE005, STORE014, STORE027, STORE004, STORE017, STORE024, STORE020, STORE026, STORE010, STORE022, STORE030, STORE016",2025-11-01,2025-12-31,High demand velocity item. Zero or depleted stock on hand across 13 stores.
SKU02094,SLOW_MOVER,"STORE007, STORE020, STORE030, STORE025, STORE009, STORE017, STORE028, STORE012, STORE014, STORE010, STORE006, STORE002, STORE018, STORE016, STORE024, STORE023, STORE008, STORE029, STORE004",2025-11-01,2025-12-31,Low demand velocity. Excess inventory carrying 4884.0 days of cover.
